ID,Unternehmen,Geschäftsführer,Branchen,Sitz,Anschrift: Straße,Anschrift: PLZ,Anschrift: City,Anschrift: Land,Stammkapital,Persönliche haftender Gesellschafter (Natürliche Person),Persönliche haftender Gesellschafter (Unternehmen),Leitende Direktoren,Liquidatoren,Gegenstand/Geschäftszweck
amtsgericht-mannheim-hrb-700568,Reiß - Transporte GmbH,Harald Reiß,Logistics,"Baden-Baden, DE",Karlsruher Str. 10c,76532,Baden-Baden,DE,25000.00 EUR,,,,,"gewerbliche Gütertransporte, Vermietung von Transportfahrzeugen, An- und Verkauf von Kraftfahrzeugen, Unternehmensberatung in betriebswirtschaftlicher Hinsicht, Lebensberatung, Betrieb einer Wellness-Oase."
amtsgericht-mannheim-hrb-202208,IKG-Speditions GmbH,"Ingo Kaiser, Kristina Gürth-Kaiser",Logistics,"Baden-Baden, DE",Dr.-Rudolf-Eberle-Str. 28,76534,Baden-Baden,DE,25000.00 EUR,,,,,"Gegenstand des Unternehmens ist die Durchführung aller speditionellen und logistischen Aufgaben. Die Gesellschaft beschäftigt sich des weiteren mit der Vermittlung von Frachten.

Die Gesellschaft darf andere Unternehmen gleicher oder ähnlicher Art erwerben, vertreten oder sich an solchen Unternehmen beteiligen. Sie darf Zweigniederlassungen im In- und Ausland errichten."
amtsgericht-koenigstein-im-taunus-hrb-11342,AC Logistik GmbH,Zafer-Akan Özdemir,Logistics,"Königstein im Taunus, DE",Vorderstraße 35,61462,Königstein im Taunus,DE,25000.00 EUR,,,,,"Der Betrieb einer Spedition und der Transport von Gütern - jeweils mit Fahrzeugen mit einem Gesamtgewicht bis maximal 3,5 Tonnen - sowie die Lagerhaltung von Gütern und jedwede damit in Zusammenhang stehenden logistischen und sonstigen Serviceleistungen."
amtsgericht-darmstadt-hrb-103033,my Logistics estates GmbH,"Oguz Yilmaz, Ozan Yilmaz",Logistics,"Raunheim, DE",Werrastraße 4,65479,Raunheim,DE,25000.00 EUR,,,,,Die Verwaltung von Immobiliar- und Kapitalvermögen der Gesellschafter sowie das Eingehen und Halten von Beteiligungen.
amtsgericht-mannheim-hrb-714862,FDM Personentransporte Mannheim UG (haftungsbeschränkt),,Logistics,"Mannheim, DE",Flensburger Ring 22,68305,Mannheim,DE,8000.00 EUR,,,,,"Die Durchführung von genehmigungspflichtigen und genehmigungsfreien Personen- und Sachbeförderungen sowie deren Vermittlung, ferner Dienstleistungen, Schulungen, Serviceleistungen und Beratungen im Bereich Personenbeförderung, Betrieb von Taxi- und Mietwagenunternehmen sowie Kurierdienste."
amtsgericht-mannheim-hrb-740639,IP LogisticBau GmbH,Ion Podaru,Logistics,"Mannheim, DE",Diffenestraße 27,68169,Mannheim,DE,25000.00 EUR,,,,,"Transportdienstleistungen mit Kraftfahrzeugen und Lastkraftwagen bis maximal 3,5 Tonnen, im Reifenservice, der Gebäudereinigung sowie dem Gerüstbau."
amtsgericht-mannheim-hrb-736029,IQ Automotive Logistics GmbH,Abdul Ensar Kaya,Logistics,"Mannheim, DE",Güterhallenstraße 14-16,68159,Mannheim,DE,125000.00 EUR,,,,,"Die Durchführung von Transporten aller Art, Frachtenvermittlung  aller Art sowie Handel mit Kraftfahrzeugen aller Art."
amtsgericht-mannheim-hrb-210860,Leible GmbH Früchtehandel-Internationale Transporte-Spedition,Christof Peter Sygulla,Logistics,"Rheinmünster, DE",Körnersbühnd 2,77836,Rheinmünster,DE,50000.00 DEM,,,,,"Gegenstand des Unternehmens ist der Güternah- und Fernverkehr einschließlich Werksfernverkehr, die Vermittlung von Frachten sowie der Import und der Handel mit Obst und Gemüse. Zur Erreichung dieses Zwecks ist die Gesellschaft befugt, gleichartige oder ähnliche Unternehmen zu errichten, zu erwerben und sich an solchen zu beteiligen."
amtsgericht-mannheim-hrb-715435,teamwerk AG,,Logistics,"Mannheim, DE",Willy-Brandt-Platz 6,68161,Mannheim,DE,50000.00 EUR,,,,,"a) Die Beratung und Konzepterstellung zur Problemlösung in Fragen der Unternehmensführung und des Managements, insbesondere in den betriebswirtschaftlichen Bereichen Planung, Controlling, Logistik, Vertrieb sowie Beschaffung und Einkauf; 
b) das Erbringen von kaufmännischer Dienstleistung, Führungs- und Strategieberatung der Leitung von öffentlichen Körperschaften sowie Unternehmen aller Rechtsformen, soweit dem keine gesetzlichen Verbote entgegenstehen; 
c) die Beratung von Körperschaften öffentlichen Rechts sowie privater Unternehmen aller Rechtsformen. Das Tätigkeitsumfeld umfasst auch das Wahrnehmen von Beratungsfunktionen in Unternehmensgremien wie z. B. Aufsichtsräten/Beiräten o.ä.; 
d) die Entwicklung, der Vertrieb und die Durchführung von operativen Leistungen in den o.g. Arbeitsfeldern. 
Die Gesellschaft betreibt keine Geschäfte, die Steuerberatern, Wirtschaftsprüfern bzw. Rechtsanwälten vorbehalten sind."
amtsgericht-mannheim-hrb-717494,GO! Express & Logistics Karlsruhe GmbH,Yvonne Riemann,Logistics,"Ettlingen, DE",Otto-Lilienthal-Str. 4 c,76275,Ettlingen,DE,50000.00 DEM,,,,,"Die Durchführung und Vermittlung von regionalen und überregionalen Kurierdiensten. Die Gesellschaft ist zu allen Geschäften und Maßnahmen berechtigt, die diesem Hauptzwecke zu dienen geeignet sind; insbesondere auch zur Vermittlung und Übernahme von Kuriersendungen von anderen regional und überregional arbeitenden Kurierdiensten."
amtsgericht-mannheim-hrb-3694,Swetrail Deutschland GmbH,Jan Fahlén,Logistics,"Mannheim, DE",Fruchtbahnhofstraße 15,68169,Mannheim,DE,50000.00 DEM,,,,,"Die Ausführung von Transport-, Speditions- und Lageraufträgen."
amtsgericht-mannheim-hrb-716556,Reuter Bau-Logistik GmbH,,Logistics,"Heidelberg, DE",In der Gabel 1,69123,Heidelberg,DE,25000.00 EUR,,,,,"Bau- und Immobilienbetreuung, Montage von vorgefertigten Teilen, Baggerarbeiten, Geschäfts- und Wohnungsauflösungen, Garten- und Landschaftsgestaltung, Handel mit Pflanzen und Bäumen, Baumaterial, Materialversorgung eines Projektes mit Baustoffen und deren terminliche Koordinierung zur Verarbeitung in dem zu erstellenden Bauwerk im Bereich Tiefbau, Straßenbau, Garten- u. Landschaftsbau, ganzheitliche Planung, Steuerung, Durchführung, Bereitstellung, Optimierung und Kontrolle von Prozessen sowie Ortsveränderung von Gütern, Transportplätzen im Bereich Tiefbau, Straßenbau, Garten- u. Landschaftsbau."
amtsgericht-mannheim-hrb-202472,Schätzle Logistik GmbH,Alexander Schätzle,Logistics,"Baden-Baden, DE",Lange Straße 21,76530,Baden-Baden,DE,25000.00 EUR,,,,,"Gegenstand des Unternehmens ist der Betrieb einer Spedition. Die Gesellschaft ist berechtigt, sich an anderen Unternehmen zu beteiligen und Zweigniederlassungen zu errichten."
amtsgericht-wetzlar-hrb-28823,RC&RC Logistik UG (haftungsbeschränkt),Raul Cuc,Logistics,"Taunusstein, DE",Im Obergrund 1 B,65232,Taunusstein,DE,200.00 EUR,,,,,Transportvermittlung und Hausmeisterservice.
amtsgericht-frankfurt-am-main-hrb-124161,GVC - Kran & Transport GmbH,Vasileios Charvalas,Logistics,"Frankfurt am Main, DE",Bettinastraße 30,60325,Frankfurt am Main,DE,25000.00 EUR,,,,,"An- und Verkauf, die Vermietung und der Verleih von Kränen, Baumaschinen, Transportgeräten, Werkzeugen, Gerüsten und Materialien, die Vermittlung und Ausführung von Fracht-, Transport und Speditionsgeschäften aller Art, die logistische Planung und Organisation der Durchführung von Fracht-, Transport- und Speditionsgeschäften, Der Im- und Export von Fahrzeugen aller Art sowie der An- und Verkauf von Immobilien, Grundstücken und grundstücksgleichen Rechten, deren Entwicklung, Neubebauung, Umbau, Sanierung, Aufteilung, Vermietung sowie Planung und Vertrieb von Immobilienprojekten sowie alle Geschäfte, die in Zusammenhang mit vorgenannten Unternehmensgegenständen stehen einschließlich aller zugehöriger Dienstleistungen."
amtsgericht-mannheim-hrb-732018,AI Logistik GmbH,Florentina Zukaj,Logistics,"Mannheim, DE",Christian-Friedrich-Schwan-Straße 8,68167,Mannheim,DE,50000.00 EUR,,,,,"Der Betrieb eines Speditions- und Logistikunternehmens, insbesondere die Durchführung von Transport-, Speditions-, Logistik- und Lagergeschäften aller Art. Die Gesellschaft kann alle Geschäfte betreiben, die dem Gesellschaftszweck unmittelbar oder mittelbar zu dienen geeignet sind. Die Gesellschaft darf im In- und Ausland Zweigniederlassungen errichten sowie andere Unternehmen im In- und Ausland errichten, übernehmen, vertreten und sich an solchen Unternehmen beteiligen und/oder Kooperationen mit derartigen Unternehmen eingehen."
amtsgericht-mannheim-hrb-704493,ZLT Zengin Ladenbau-Team GmbH,Hakan Zengin,Logistics,"Mannheim, DE",Industriestr. 2 g-h,68169,Mannheim,DE,25000.00 EUR,,,,,"Der An- und Verkauf von Ladeneinrichtungen und Handelswaren und die Durchführung bzw. Vermittlung von damit im Zusammenhang stehenden Dienstleistungen, der grenzüberschreitende Transport von nicht genehmigungspflichtigen Gütern, die Gründung von Tochtergesellschaften, Niederlassungen oder Beteiligung an Unternehmen."
amtsgericht-frankfurt-am-main-hrb-114775,Rockit transport services & logistik GmbH,Samar Helmy Fadel Afify,Logistics,"Frankfurt am Main, DE",Hamburger Allee 2-4,60486,Frankfurt am Main,DE,25000.00 EUR,,,,,"Transport und Logistik und Lieferung von Waren aller Art, insbesondere Früchten, Obst und Gemüse, Lebensmitteln, Maschinen, die Zollabfertigung für Dritte, die Durchführung von Umzügen, der Import und Export von Maschinen und Geräten aller Art, die Organisation und die Vermittlung von Transporten im In- und Ausland, die Vermittlung und Durchführung von Speditions-, Transport- und Logistikdienstleistungen sowie der Verkauf und die Vermietung von Kraftfahrzeugen und Zubehör. Die Gesellschaft ist berechtigt, alle Geschäfte zu tätigen und Maßnahmen zu treffen, die dem vorstehenden Geschäftszweck dienlich und förderlich sind. Die Gesellschaft ist ferner berechtigt, gleichartige oder ähnliche Unternehmen zu erwerben oder sich daran zu beteiligen."
amtsgericht-mannheim-hrb-740561,PM Logistik Partner GmbH,Maurice Lippold,Logistics,"Neckargemünd, DE",Ziegelhütte 18,69151,Neckargemünd,DE,25000.00 EUR,,,,,"Der Betrieb eines Logistikunternehmens für Paketzustellung an Endkunden sowie Transportdienstleistungen bis 3,5 t."
amtsgericht-mannheim-hrb-231575,Hess Großraumtransporte GmbH,Bernd Heß,Logistics,"Kronau, DE",Heidigstr. 10,76709,Kronau,DE,60000.00 DEM,,,,,"Gegenstand des Unternehmens ist die Durchführung von Großraumtransporten und Güterbeförderungen im Straßen-Nah- und Fernverkehr und die Vermittlung von Frachtgut im Straßenbeförderungsbereich. 
Die Gesellschaft kann gleichartige oder ähnliche Unternehmen erwerben, sich an solchen beteiligen, deren Vertretung übernehmen und Zweigniederlassungen errichten."
amtsgericht-offenbach-hrb-52505,Kaman Logistik GmbH,Aykut Köylü,Logistics,"Egelsbach, DE",Im Geisbaum 2,63329,Egelsbach,DE,25000.00 EUR,,,,,"Frachtvermittlung, erlaubnisfreien und erlaubnisbedürftigen Güterverkehr, Handel mit und Vermietung von PKW, LKW und Aufliegern, die Einlagerung und Kommissionierung von Gütern des Wirtschaftsverkehrs."
amtsgericht-mannheim-hra-3396,Spedition - Kurt Wagner GmbH & Co. KG,,Logistics,"Mannheim, DE",Max-Born-Str. 3,68169,Mannheim,DE,-,,Kurt Wagner GmbH,,,
amtsgericht-mannheim-hrb-8888,Baumah GmbH,Birgit Bauer,Logistics,"Mannheim, DE",Rebhuhnstr. 6,68307,Mannheim,DE,25000.00 EUR,,,,,"Der Transport von Tresoren, deren Verwertung und Entsorgung, Abbrucharbeiten, Durchführung von Umzügen sowie Transporte aller Art, soweit sie durch die Erlaubnis für den gewerblichen Güterkraftverkehr gedeckt sind, sowie genehmigungsfreie Dienstleistungen, die damit im Zusammenhang stehen."
amtsgericht-mannheim-hrb-703189,Taplick Speditions GmbH,"Anton-Marian Taplick, Sigrid Taplick",Logistics,"Bühl, DE",Eichendorffstraße 1b,77815,Bühl,DE,25000.00 EUR,,,,,Der Betrieb einer nationalen und internationalen Spedition und allen damit zusammenhängenden Tätigkeiten.
amtsgericht-mannheim-hrb-717293,Time for Logistics GmbH,,Logistics,"Mannheim, DE",Binnenhafenstraße 20,68159,Mannheim,DE,25000.00 EUR,,,,Klaus Eugen Meier,"Die Personalvermittlung und die gewerbliche Arbeitnehmerüberlassung, Personalberatung, Projektmanagement in Sachen Export, Import und Lagerlogistik."
amtsgericht-mannheim-hrb-432076,IGT -  Gas-Transporte Internationale Spedition Gesellschaft mit beschränkter Haftung,"Lars Weißenberger, Carsten Hilsheimer",Logistics,"Hemsbach, DE",Müchelner Str. 6,69502,Hemsbach,DE,26000.00 EUR,,,,,"Die Durchführung von Speditionsgeschäften, insbesondere die Durchführung von nationalen und internationalen Speditionsgeschäften im Flüssiggasbereich."
amtsgericht-mannheim-hrb-5332,"Hellastrans, Transportgesellschaft mit beschränkter Haftung","Nikolaos Tsigganos, Alexandra Tsigganos",Logistics,"Mannheim, DE",Rheinstr. 13-15,68159,Mannheim,DE,52000.00 DEM,,,,,"Der Transport von Gütern aller Art im Nahverkehrsbereich, sowie Ankauf, Verkauf, Import, Export von Gütern aller Art oder deren Verwertung."
amtsgericht-aschaffenburg-hrb-10157,Kleinbach Transport GmbH,"Jürgen Kaminski, Ursula Kaminski",Logistics,"Laufach, DE",Alter Weg 36,63846,Laufach,DE,25000.00 EUR,,,,,Güternah- und Fernverkehr.
amtsgericht-mannheim-hrb-735931,ATEMA GmbH,Andreas Makuckij,Logistics,"Mannheim, DE",Marie-Curie-Straße 13,68219,Mannheim,DE,25000.00 EUR,,,,,"Logistikdienstleistungen, insbesondere Lagerhaltung und der Transport von Ersatz- und Zubehörteilen aller Art für das Kraftfahrzeuggewerbe und die Kraftfahrzeugindustrie."
amtsgericht-mainz-hrb-6232,Tiefenbacher Transport Gesellschaft mbH,Wilhelm Klotz,Logistics,"Oppenheim, DE",Baumschulweg 82,55276,Oppenheim,DE,50000.00 DEM,,,,,"Gegenstand des Unternehmens ist die Beförderung von Gütern aller Art im Nah- und Fernverkehr. Die Gesellschaft ist berechtigt, im In- und Ausland gleichartige oder ähnliche Unternehmen zu erwerben, sich an solchen zu beteiligen, deren Vertretungen zu übernehmen sowie Zweigniederlassungen zu errichten."
amtsgericht-aschaffenburg-hrb-15194,Akar Logistics und Handel GmbH,"Gökhan Calik, Erkan Kaya",Logistics,"Aschaffenburg, DE",Hefner-Alteneck-Straße 11,63743,Aschaffenburg,DE,25000.00 EUR,,,,,"die Durchführung von Luft-, See- und Landtransporten und Speditionsgeschäften, die Vermittlung von Güternah- und Fernverkehrstransporten, die Durchführung von Lagergeschäften und die Einfuhr- und Ausfuhrzollanmeldungen sowie der An- und Verkauf sowie der Im- und Export von Transportgütern"
amtsgericht-mannheim-hrb-8244,Rätzel Transport GmbH,Bernhard Joachim Müller,Logistics,"Mannheim, DE",Eisenbahnstraße 18,68199,Mannheim,DE,50000.00 DEM,,,,,"Die Durchführung von Kurierdiensten aller Art mit Personenkraftwagen sowie Lastkraftwagen bis 750 kg Nutzlast, insbesondere für Apotheken und Optiker."
amtsgericht-mannheim-hrb-211364,Spedition Reichert Verwaltungs-GmbH,Norbert Reichert,Logistics,"Ottersweier, DE",Güterstr. 12,77833,Ottersweier,DE,25000.00 EUR,,,,,Beteiligung als persönliche haftende Gesellschafterin an der Ignaz Reichert GmbH & Co. KG mit Sitz in Ottersweier.
amtsgericht-darmstadt-hrb-98413,TSW Logistics GmbH,Waseem Saleem,Logistics,"Raunheim, DE",Tulpenweg 8 a,65479,Raunheim,DE,25000.00 EUR,,,,,"Die Ausführung von Transporten aller Art. Des Weiteren Wach- und Sicherheitsdienste, Objektschutz, Einlasskontrolle, Pfortendienst, Betreiben einer Notruf- und Serviceleitstelle, sowie die Gebäudereinigung jeder Art, Gepäckermittlung mit Reparatur von Gepäckstücken, Airport Groundhandling, gewerbsmäßige Arbeitnehmerüberlassung sowie die Personalvermittlung und Beschäftigung von Bauhelfer."
amtsgericht-aschaffenburg-hrb-10185,Gerlach Transport GmbH,,Logistics,"Aschaffenburg, DE",Bollenwaldstraße 110,63743,Aschaffenburg,DE,25000.00 EUR,,,,Heinrich Gerlach,"Fuhrunternehmen, Baustoffhandel, Aushub- und Abrissarbeiten sowie der Handel mit Baumaschinen und Fahrzeugen aller Art"
amtsgericht-darmstadt-hrb-89923,PSAFL Cargo Brokers GmbH,Carsten Scholles,Logistics,"Raunheim, DE",Seinestraße 5,65479,Raunheim,DE,25000.00 EUR,,,,,"Durchführung und Organisation von nationalen und internationalen Transporten, die Erbringung von Logistikdienstleistungen sowie alle damit zusammenhängende Geschäfte und sonstige Dienstleistungen."
amtsgericht-mannheim-hrb-724640,Logisticz² GmbH,Peter Uwe Gerber,Logistics,"Mannheim, DE",Rhenaniastraße 104 - 106,68219,Mannheim,DE,25000.00 EUR,,,,,"Transport und Logistik, der Güterkraftverkehr sowie dessen Vermittlung, die Einlagerung und alle damit in Zusammenhang stehenden Tätigkeiten und Dienstleistungen"
amtsgericht-mannheim-hrb-734523,Georg Kopanos Logistics GmbH,Georgios Kopanos,Logistics,"Mannheim, DE",Rhenaniastraße 104,68219,Mannheim,DE,25000.00 EUR,,,,,"Der Betrieb eines Speditions-, Logistik- und Dienstleistungsunternehmens einschließlich der Erbringung von Beratungs- und Zusatzdienstleistung sowie der Arbeitnehmerüberlassung insbesondere in diesen Bereichen."
amtsgericht-darmstadt-hrb-104295,EASYFLYERS Logistics Germany GmbH,"Dirk Hiebsch, Tomáš Drastil",Logistics,"Raunheim, DE",Seinestraße 1,65479,Raunheim,DE,100000.00 EUR,,,,,Organisation des Notfalltransports von Gütern mit Flugzeugen und anderen Transportmitteln
amtsgericht-mannheim-hrb-744368,SC Logistics UG (haftungsbeschränkt),Günter Karl Hermann Marschall,Logistics,"Rauenberg, DE",Hohenaspen 2,69231,Rauenberg,DE,1000.00 EUR,,,,,"Betrieb eines Callcenters für Dienstleistungsmarketing und Produktsupport. Die Überarbeitung und der An- und Verkauf, von Werkzeugmaschinen und Wohnmobilen, sowie die Vermietung von Wohnmobilen."
amtsgericht-frankfurt-am-main-hrb-124490,MS Transport UG (haftungsbeschränkt),Mehmet Sarikaya,Logistics,"Frankfurt am Main, DE",Ginnheimer Hohl 36,60431,Frankfurt am Main,DE,1.00 EUR,,,,,Klein-Transport
amtsgericht-darmstadt-hrb-103402,COL Cargo Only Logistik GmbH,Agnieszka Bernadeta Frychel,Logistics,"Bischofsheim, DE",Am Schindberg 23,65474,Bischofsheim,DE,25000.00 EUR,,,,,"Personalvermittlung, Abbrucharbeiten, Transport von Handelswaren und Getränken, Dienstleistungen auf dem Gebiet Baureinigung, Handelsagentur, Bauhilfsarbeiten und Reinigung."
amtsgericht-darmstadt-hrb-89516,M-Plus Einkauf & Logistik GmbH,"Klaus Kulke, Frank Mostler",Logistics,"Ober-Ramstadt, DE",Roßdörfer Straße 50,64372,Ober-Ramstadt,DE,105000.00 EUR,,,,,"der Groß- und Einzelhandel mit Farben, Lacken, Tapeten, Heimtextilien und Bodenbelägen sowie allen damit auch entfernt im Zusammenhang stehenden Produkten."
amtsgericht-mannheim-hrb-731600,APA Transporte GmbH,Turchian Rasim,Logistics,"Mannheim, DE",Marie-Curie-Str. 3,68219,Mannheim,DE,25000.00 EUR,,,,,Transportunternehmen / Spedition.
amtsgericht-frankfurt-am-main-hrb-123173,DHP Logistics GmbH,David Hirlav,Logistics,"Frankfurt am Main, DE",Friedrich-Ebert-Anlage 36,60325,Frankfurt am Main,DE,25000.00 EUR,,,,,"Die Durchführung von Speditionsleistungen, Logistik und Supply Chain Management."
amtsgericht-mannheim-hrb-738462,Raben 4PL Solutions GmbH,"Ewald Theodorus Johannes Raben, Jochen Kautz",Logistics,"Mannheim, DE",Holländerstraße 11,68219,Mannheim,DE,25000.00 EUR,,,,,"Entwicklung und Vertrieb von logistischen Konzepten als 4PL-Generalunternehmung für globale Logistik, einschließlich der innerbetrieblichen und unternehmensübergreifenden Industrie-Logistik, sowie sonstige logistikverwandte Dienstleistungen. Nationale und internationale Speditionsleistungen und Durchführung nationaler und internationaler Kommissions- und Lagerhausgeschäfte, die Übernahme und Beförderung von Gütern aller Art im In- und Ausland, u.a. See, Land, Schiene, Luft und Multimodal sowie die Beteiligung an anderen Unternehmen, deren Gegenstand ganz oder teilweise die vorgenannten Betätigungsfelder."
amtsgericht-landau-hra-30683,en logistics GmbH & Co. KG,,Logistics,"Klingenmünster, DE",In den Schelmengärten 9,76889,Klingenmünster,DE,-,,en logistics Verwaltungs GmbH,,,
amtsgericht-mannheim-hrb-736416,IQ Logistikservice GmbH,Hasan Kaya,Logistics,"Mannheim, DE",Güterhallenstraße 14 - 16,68159,Mannheim,DE,160000.00 EUR,,,,,"Die Durchführung von Transporten aller Art, Frachtenvermittlung aller Art sowie Handel mit Kraftfahrzeugen aller Art."
amtsgericht-wetzlar-hrb-33000,GIGA-LOGISTIK GMBH,Genov Petar,Logistics,"Wiesbaden, DE",Wallufer Straße 5,65197,Wiesbaden,DE,25000.00 EUR,,,,,"Logistik, Spedition und Autovermietung."
amtsgericht-darmstadt-hrb-99218,MD Transport & Spedition UG (haftungsbeschränkt),Melike Döner,Logistics,"Bischofsheim, DE",Danziger Straße 1,65474,Bischofsheim,DE,300.00 EUR,,,,,"Güterkraftverkehr, Transport, Logistik, An- und Verkauf und Vermittlung von Kraftfahrzeugen."
amtsgericht-mannheim-hrb-338078,Eberhard Transport GmbH,Peter Schirmer,Logistics,"Heidelberg, DE",Mittelgewannweg 4,69123,Heidelberg,DE,26000.00 EUR,,,,,"Der Transport von Gütern jeder Art im Nah- und Fernverkehr, Agentur- und Speditionsgeschäfte sowie Lagerhaltung."
amtsgericht-offenbach-hrb-33393,Schäfer Transport GmbH Güternah- u.Fernverkehr- Erdaushub-Heizöl,Martin Schäfer,Logistics,"Dreieich, DE",Siemensstraße 5,63303,Dreieich,DE,50000.00 DEM,,,,,"Die Durchführung von Transporten aller Art, Güternah- u. Fernverkehr, Erdaushub, Handel mit Heizöl."
amtsgericht-offenbach-hrb-50151,Delta Transport GmbH,Vasko Ristovski,Logistics,"Dreieich, DE",Berliner Ring 35,63303,Dreieich,DE,25000.00 EUR,,,,,"Autotransporte, Autovermietung, Fahrzeugaufbereitung, An- und Verkauf von Kraftfahrzeugen, Massagedienstleistungen, Betreiben von Restaurants, Handel mit Speisen und Getränken, Vermietung von Wohn- und Gewerberäumen, sowie Innenausbauarbeiten."
amtsgericht-mannheim-hrb-716827,Fellmoser Logistik Holding GmbH,Torsten Fellmoser,Logistics,"Bühl, DE",Werkstraße 17,77815,Bühl,DE,27500.00 EUR,,,,,"Die Verwaltung eigenen Vermögens, der Erwerb, das Halten und Verwalten sowie die Veräußerung von Beteiligungen, Immobilien und anderer Vermögensgegenstände, insbesondere im Bereich der logistischen Dienstleistungen."
amtsgericht-mannheim-hrb-9246,EngelTer Industrieservice GmbH,Wolfgang Engelter,Logistics,"Mannheim, DE",Einsteinstrasse 16,68169,Mannheim,DE,25000.00 EUR,,,,,"Die Erbringung von Logistikdienstleistungen, wie Lagerei und das Transportgeschäft, Hausmeisterdienstleistungen und die Reinigung von Mehrwegverpackungen"
amtsgericht-mannheim-hrb-362680,Cargo Center Verwaltungsgesellschaft mbH,"Christian Heinz Günther Tetzner, Efgan Kizil",Logistics,"Ettlingen, DE",Nobelstraße 20,76275,Ettlingen,DE,25000.00 EUR,,,,,"Die Verwaltung der Timon Objektgesellschaft Cargo Center GmbH & Co. KG, deren Gegenstand der Erwerb von Grundstücken und grundstücksgleichen Rechten und die Entwicklung, Bebauung und Verwaltung von Grundstücken, ausschließlich mit gesellschaftseigenen Mitteln zum Zweck der Realisierung des Projekts Cargo Center in Hamburg, ist. Die Gesellschaft übt keine der in § 34 c GewO genannten Tätigkeiten aus und wird nicht selbst Bauarbeiten durchführen."
amtsgericht-landau-hrb-32235,DMS Logistik GmbH,Boris Stadel,Logistics,"Landau in der Pfalz, DE",Oberwiesenstraße 2,76829,Landau in der Pfalz,DE,25000.00 EUR,,,,,"Die Logistikdienstleistungen im Bereich Kfz-Handel, Büroorganisation und Tankstellenbetrieben sowie die Vermietung von beweglichen Gütern und Lizenzen, der An- und Verkauf von Waren und Gegenständen für den Bereich Kfz-Handel, Büroorganisation und Tankstellenbetrieben."
amtsgericht-mannheim-hrb-736007,IQ Kipper- und Schubbodenlogistik GmbH,Hasan Kaya,Logistics,"Mannheim, DE",Güterhallenstraße 14-16,68159,Mannheim,DE,125000.00 EUR,,,,,"Die Durchführung von Kipper- und Schubbodentransporten, Abfalltransporte, Frachtenvermittlung, Baulogistik sowie Handel mit Kraftfahrzeugen aller Art."
amtsgericht-ludwigshafen-hrb-31400,Reith Transport GmbH,Michael Reith,Logistics,"Großkarlbach, DE",Am Storchenpfad 1,67229,Großkarlbach,DE,51000.00 DEM,,,,,Transporte aller Art im Nah- und Fernverkehr
amtsgericht-ludwigshafen-hrb-68380,LSS GmbH - Logistik Service Südpfalz,Christoph Stoll,Logistics,"Römerberg, DE",Werkstraße 4,67354,Römerberg,DE,25000.00 EUR,,,,,"Die Erbringung logistischer Dienstleistungen, insbesondere im Bereich der Lagerlogistik und Verpackung sowie alle damit im Zusammenhang stehenden Tätigkeiten."
amtsgericht-landau-hrb-30265,WAS Logistics GmbH,Carsten Ohmen,Logistics,"Wörth am Rhein, DE",Am Oberwald 5,76744,Wörth am Rhein,DE,100000.00 EUR,,,,,"Die Durchführung von Logistikdienstleistungen aller Art, insbesondere aus dem Bereich der Lagerwirtschaft für Handels- und Industriebetriebe."
amtsgericht-aschaffenburg-hrb-13254,E.L.V.I.S. Lead Logistics AG,,Logistics,"Alzenau, DE",Röntgenstraße 4,63755,Alzenau,DE,162500.00 EUR,,,,,Beratung und Entwicklung von globalen Logistikkonzepten für Dritte sowie deren Umsetzung und Durchführung.
amtsgericht-mannheim-hrb-714214,BRENTWOOD GmbH,Eduard Stampfer,Logistics,"Mannheim, DE",Burgstraße 8,68165,Mannheim,DE,25000.00 EUR,,,,,"Die Anmietung und Weitervermietung von Einzelexponaten, Sammlungen und Kunstgegenständen, die Kuration, Konzeption, Vermittlung und Gestaltung von Ausstellungen sowie die Transportabwicklung, das damit zusammenhängende Marketing, die Beratung, die Öffentlichkeitsarbeit sowie die Merchandisingvermarktung, die Künstlerförderung, die Fotografie sowie die bildliche und textliche Verwertung von Einzelexponaten und Sammlungen und alle damit unmittelbar oder mittelbar zusammenhängenden Geschäfte."
amtsgericht-mannheim-hrb-735684,Gourmaison GmbH,,Logistics,"Karlsruhe, DE",Lochfeldstraße 5,76437,Rastatt,DE,25000.00 EUR,,,,Marc Noel Kienzle,"Insbesondere für Kunden im Bereich Gastronomie und Feinkost: Die Beratung, technische Planung, Umsetzung und Entwicklung, sowie Betrieb und Wartung von IT- und andren Systemen. Handel, Versandhandel, Fulfillment, Lagerung, Logistik und Vertrieb von Verbrauchs-, Gebrauchs und sonstigen Gütern sowie Import und Export der Güter und damit verbundener Büro- und Service Dienstleistungen (wie z.B. Retourenabwicklung, Fakturierung, Bezahlabwicklung, Kundendienst, CallCenter)."
amtsgericht-mannheim-hrb-725998,"TECUMSEH EUROPE Sales & Logistics S.A.S, Zweigniederlassung Deutschland",,Logistics,"Mannheim, DE","M 7, 18",68161,Mannheim,DE,24708086.00 EUR,,,,,"Der Verkauf von jedweden Produkten, Geräten und/oder Komponenten des thermodynamischen Markts."
amtsgericht-aschaffenburg-hrb-13872,S & G Laufacher Transport GmbH,Ralf Schmähling,Logistics,"Laufach, DE",Hermann-Niggemann-Straße 3,63846,Laufach,DE,25000.00 EUR,,,,,"allgemeiner Güterkraftverkehr, insbesondere Mineralöltransporte"
